HouseWeb,Address,Price,PropertyType,Bedroom,BedroomPlus,Bathroom,SquareFootage,Style,Age,Community,DatePosted
https://www.zolo.ca/markham-real-estate/27-jonquil-crescent,"27 Jonquil Crescent, Markham, Bullock",1798000,Detached,5,4,3,,2-Storey,,,2023-12-06
https://www.zolo.ca/markham-real-estate/8323-kennedy-road/1021,"1021 - 8323 Kennedy Road, Markham Village Green-south, Unionville",880000,Condo Apt,2,1,2,800-899,Apartment,,,2023-12-06
https://www.zolo.ca/markham-real-estate/18-old-english-lane,"18 Old English Lane, Markham Bayview, Glen",5880000,Detached,5,1,5,,2-Storey,,,2023-12-06
https://www.zolo.ca/markham-real-estate/16-noble-street,"16 Noble Street, Markham Milliken Mills, East",3788888,Detached,5,2,6,5000+,2-Storey,,,2023-12-06
https://www.zolo.ca/markham-real-estate/33-cox-boulevard/1519,"1519 - 33 Cox Boulevard, Markham, Unionville",899000,Condo Apt,2,1,2,900-999,Apartment,16-30,,2023-12-05
https://www.zolo.ca/markham-real-estate/7171-yonge-street/1101,"1101 - 7171 Yonge Street, Markham, Grandview",798000,Condo Apt,2,,2,800-899,Apartment,0-5,,2023-12-05
https://www.zolo.ca/markham-real-estate/28-emery-hill-boulevard,"28 Emery Hill Boulevard, Markham, Berczy",2088000,Detached,4,1,4,3000-3500,2-Storey,,,2023-12-05
https://www.zolo.ca/markham-real-estate/278-buchanan-drive/817,"817 - 278 Buchanan Drive, Markham, Unionville",949000,Condo Apt,3,,2,1000-1199,Apartment,0-5,,2023-12-04
https://www.zolo.ca/markham-real-estate/9535-ninth-line,"9535 Ninth Line, Markham, Cornell",1368000,Att/Row/Twnhouse,3,1,4,,2-Storey,,,2023-12-04
https://www.zolo.ca/markham-real-estate/645-carlton-road,"645 Carlton Road, Markham, Markville",1990000,Detached,4,,5,2500-3000,2-Storey,,,2023-12-02
https://www.zolo.ca/markham-real-estate/44-peter-street,"44 Peter Street, Markham Old Markham, Village",1350000,Detached,3,4,2,,Bungalow,,,2023-12-01
https://www.zolo.ca/markham-real-estate/89-south-town-centre-boulevard/303,"303 - 89 South Town Centre Boulevard, Markham, Unionville",938888,Condo Apt,2,1,2,900-999,Apartment,,,2023-11-30
https://www.zolo.ca/markham-real-estate/111-upper-duke-crescent/513,"513 - 111 Upper Duke Crescent, Markham, Unionville",669000,Condo Apt,1,1,2,600-699,Multi-Level,11-15,,2023-11-30
https://www.zolo.ca/markham-real-estate/37-galleria-parkway/108,"108 - 37 Galleria Parkway, Markham Commerce, Valley",639000,Condo Apt,1,,1,600-699,Apartment,,,2023-11-30
https://www.zolo.ca/markham-real-estate/223-beaverbrae-drive,"223 Beaverbrae Drive, Markham Victoria, Square",1799000,Detached,4,,3,2500-3000,2-Storey,New,,2024-01-29
https://www.zolo.ca/markham-real-estate/38-gandhi-lane/2306,"2306 - 38 Gandhi Lane, Markham Commerce, Valley",1088000,Condo Apt,2,1,2,1000-1199,Apartment,New,,2023-11-28
https://www.zolo.ca/markham-real-estate/10-yorkton-boulevard,"10 Yorkton Boulevard, Markham Angus, Glen",2995000,Detached,4,1,3,3000-3500,2-Storey,51-99,,2023-11-27
https://www.zolo.ca/markham-real-estate/77-morgan-avenue,"77 Morgan Avenue, Markham, Thornhill",1399000,Detached,3,,2,,Bungalow,,,2023-11-27
https://www.zolo.ca/markham-real-estate/72-royal-orchard-boulevard,"72 Royal Orchard Boulevard, Markham Royal, Orchard",3799000,Detached,4,1,4,2500-3000,2-Storey,16-30,,2023-11-24
https://www.zolo.ca/markham-real-estate/25-alcaine-court,"25 Alcaine Court, Markham, Thornhill",2680000,Detached,5,,4,,2-Storey,,,2023-11-24
https://www.zolo.ca/markham-real-estate/117-luzon-avenue,"117 Luzon Avenue, Markham Box, Grove",1258000,Store W/Apt/Office,,,,,,0-5,,2023-11-23
https://www.zolo.ca/markham-real-estate/7325-markham-road/333,"333 - 7325 Markham Road, Markham, Cedarwood",888800,Condo Apt,2,1,2,1000-1199,Apartment,6-10,,2023-11-23
https://www.zolo.ca/markham-real-estate/4-hawkweed-manor,"4 Hawkweed Manor, Markham Box, Grove",1800205,Detached,4,2,4,2500-3000,2-Storey,16-30,,2023-11-23
https://www.zolo.ca/markham-real-estate/373-mingay-avenue,"373 Mingay Avenue, Markham, Wismer",1418000,Semi-Detached,3,,3,2000-2500,2-Storey,6-15,,2023-11-23
https://www.zolo.ca/markham-real-estate/9700-ninth-line/103,"103 - 9700 Ninth Line, Markham, Greensborough",549900,Comm Element Condo,1,,1,600-699,Apartment,0-5,,2023-11-23
https://www.zolo.ca/markham-real-estate/33-albert-firman-lane,"33 Albert Firman Lane, Markham, Cachet",1499990,Att/Row/Twnhouse,4,,4,2000-2500,3-Storey,New,,2023-11-22
https://www.zolo.ca/markham-real-estate/35-albert-firman-lane,"35 Albert Firman Lane, Markham, Cachet",1449990,Att/Row/Twnhouse,4,,4,2000-2500,3-Storey,New,,2023-11-22
https://www.zolo.ca/markham-real-estate/8-rouge-valley-drive-west/1016,"1016 - 8 Rouge Valley Drive WMarkham, Unionville",795000,Condo Apt,1,1,2,600-699,Apartment,0-5,,2023-11-22
https://www.zolo.ca/markham-real-estate/9500-markham-road/902,"902 - 9500 Markham Road, Markham, Wismer",789000,Condo Apt,2,,2,800-899,Apartment,,,2023-11-21
https://www.zolo.ca/markham-real-estate/3-sanctuary-way/322,"322 - 3 Sanctuary Way, Markham, Greensborough",1259000,Condo Townhouse,2,1,4,2250-2499,Bungaloft,,,2023-11-21
https://www.zolo.ca/markham-real-estate/14-cafaro-lane,"14 Cafaro Lane, Markham Victoria, Square",1528000,Att/Row/Twnhouse,3,,3,2000-2500,3-Storey,0-5,,2023-11-20
https://www.zolo.ca/markham-real-estate/61-the-fairways,"61 The Fairways N/a, Markham Angus, Glen",2138800,Detached,4,2,5,,2-Storey,,,2023-11-18
https://www.zolo.ca/markham-real-estate/610-bullock-drive/109,"109 - 610 Bullock Drive, Markham, Markville",1388888,Condo Apt,2,1,3,2250-2499,Apartment,,,2023-11-18
https://www.zolo.ca/markham-real-estate/8081-birchmount-road/1515,"1515 - 8081 Birchmount Road, Markham, Unionville",,Condo Apt,1,1,1,500-599,Apartment,0-5,,2023-11-17
https://www.zolo.ca/markham-real-estate/7171-yonge-street/1202,"1202 - 7171 Yonge Street, Markham, Thornhill",645000,Condo Apt,1,1,1,600-699,Apartment,,,2023-11-17
https://www.zolo.ca/markham-real-estate/22-pheasant-valley-court,"22 Pheasant Valley Court, Markham, Thornhill",3400000,Detached,4,1,6,3500-5000,2-Storey,0-5,,2023-11-17
https://www.zolo.ca/markham-real-estate/277-south-park-road/620,"620 - 277 South Park Road, Markham Commerce, Valley",638000,Condo Apt,1,,1,600-699,Apartment,,,2023-11-17
https://www.zolo.ca/markham-real-estate/14-terrance-drive,"14 Terrance Drive, Markham Box, Grove",2299899,Detached,4,,5,3500-5000,2-Storey,6-15,,2023-11-16
https://www.zolo.ca/markham-real-estate/39-new-delhi-drive/415,"415 - 39 New Delhi Drive, Markham, Cedarwood",779000,Condo Apt,3,,2,1000-1199,Apartment,,,2023-11-16
https://www.zolo.ca/markham-real-estate/7165-yonge-street-south/1508,"1508 - 7165 Yonge Street SMarkham, Grandview",649000,Condo Apt,1,1,1,600-699,Apartment,6-10,,2023-11-15
https://www.zolo.ca/markham-real-estate/40-manorwood-drive,"40 Manorwood Drive, Markham, Berczy",1575000,Detached,3,2,4,2000-2500,Bungaloft,,,2023-11-15
https://www.zolo.ca/markham-real-estate/8130-birchmount-road/515,"515 - 8130 Birchmount Road, Markham, Unionville",899000,Condo Apt,2,,2,1000-1199,Apartment,,,2023-11-15
https://www.zolo.ca/markham-real-estate/9500-markham-road/uph6,"Uph6 - 9500 Markham Road, Markham, Wismer",1100000,Condo Apt,2,,3,1400-1599,Apartment,,,2023-11-15
https://www.zolo.ca/markham-real-estate/6-andress-way,"6 Andress Way, Markham, Cedarwood",1398800,Att/Row/Twnhouse,4,1,5,2500-3000,3-Storey,New,,2023-11-15
https://www.zolo.ca/markham-real-estate/11204-kennedy-road,"11204 Kennedy Road, Markham Rural, Markham",28800000,Farm,4,,4,2000-2500,2-Storey,31-50,,2024-01-22
https://www.zolo.ca/markham-real-estate/8993-woodbine-avenue,"8993 Woodbine Avenue, Markham, Unionville",3000000,Detached,3,1,5,2500-3000,1 1/2 Storey,31-50,,2023-11-13
https://www.zolo.ca/markham-real-estate/66-greencroft-crescent,"66 Greencroft Crescent, Markham, Unionville",2570000,Detached,5,2,6,3000-3500,2-Storey,31-50,,2023-11-11
https://www.zolo.ca/markham-real-estate/282-main-street,"282 Main Street, Markham, Unionville",4790000,Detached,3,,2,,1 1/2 Storey,,,2023-11-10
https://www.zolo.ca/markham-real-estate/33-cox-boulevard/618,"618 - 33 Cox Boulevard, Markham, Unionville",839990,Condo Apt,2,1,2,900-999,Apartment,,,2023-11-10
https://www.zolo.ca/markham-real-estate/16-elgin-street/325,"325 - 16 Elgin Street, Markham, Thornhill",845000,Condo Apt,3,,2,1000-1199,2-Storey,,,2023-11-09
https://www.zolo.ca/markham-real-estate/5-mortson-street,"5 Mortson Street, Markham Victoria, Square",2599900,Detached,3,2,4,,2-Storey,31-50,,2023-11-09
https://www.zolo.ca/markham-real-estate/4600-steeles-avenue-east/510,"510 - 4600 Steeles Avenue EMarkham Milliken Mills, East",550000,Condo Apt,1,,1,500-599,Apartment,,,2023-11-09
https://www.zolo.ca/markham-real-estate/1-sun-yat-sen-avenue/315,"315 - 1 Sun Yat-sen Avenue, Markham Milliken Mills, East",739000,Leasehold Condo,1,1,2,700-799,Apartment,,,2023-11-08
https://www.zolo.ca/markham-real-estate/30-clegg-road/310,"310 - 30 Clegg Road, Markham, Unionville",647000,Condo Apt,1,1,1,600-699,Apartment,,,2023-11-08
https://www.zolo.ca/markham-real-estate/125-bay-thorn-drive,"125 Bay Thorn Drive, Markham Royal, Orchard",2449000,Detached,4,1,4,,2-Storey,51-99,,2023-11-06
https://www.zolo.ca/markham-real-estate/28-mcclarys-way,"28 Mcclary's Way, Markham, Unionville",1580000,Att/Row/Twnhouse,3,,4,2000-2500,3-Storey,0-5,,2023-11-06
https://www.zolo.ca/markham-real-estate/8228-birchmount-road/123,"123 - 8228 Birchmount Road, Markham, Unionville",688888,Condo Apt,1,1,2,700-799,Apartment,6-10,,2023-11-06
https://www.zolo.ca/markham-real-estate/180-enterprise-boulevard/308,"308 - 180 Enterprise Boulevard, Markham, Unionville",689900,Condo Apt,1,1,1,600-699,Apartment,,,2023-11-06
https://www.zolo.ca/markham-real-estate/73-oakborough-drive,"73 Oakborough Drive, Markham Box, Grove",1350000,Detached,4,,3,2000-2500,2-Storey,,,2023-11-05
https://www.zolo.ca/markham-real-estate/80-the-boardwalk-way/a126,"A126 - 80 The Boardwalk Way, Markham, Greensborough",2000,Parking Space,,,0,,,,,2023-11-04
https://www.zolo.ca/markham-real-estate/80-the-boardwalk-way/a99,"A99 - 80 The Boardwalk Way, Markham, Greensborough",2000,Parking Space,,,0,,,,,2023-11-04
https://www.zolo.ca/markham-real-estate/8-liebeck-crescent,"8 Liebeck Crescent, Markham, Unionville",4388000,Detached,4,1,7,3500-5000,2-Storey,0-5,,2023-11-04
https://www.zolo.ca/markham-real-estate/10911-victoria-square-boulevard,"10911 Victoria Square Boulevard, Markham Victoria, Square",2200000,Detached,3,,2,,1 1/2 Storey,51-99,,2023-11-03
https://www.zolo.ca/markham-real-estate/101-cathedral-high-street/ph41,"Ph41 - 101 Cathedral High Street, Markham, Cathedraltown",1241000,Condo Apt,2,,3,1200-1399,Apartment,New,,2023-11-03
https://www.zolo.ca/markham-real-estate/56-dawn-hill-trail,"56 Dawn Hill Trail, Markham Bayview Fairway-bayview Country Club, Estates",2088000,Detached,4,,4,,2-Storey,,,2024-01-02
https://www.zolo.ca/markham-real-estate/89-south-town-centre-boulevard/508,"508 - 89 South Town Centre Boulevard, Markham, Unionville",968800,Condo Apt,2,1,2,900-999,Apartment,6-10,,2023-11-02
https://www.zolo.ca/markham-real-estate/101-cathedral-high-street/224,"224 - 101 Cathedral High Street, Markham, Cathedraltown",947000,Condo Apt,2,,1,900-999,Apartment,,,2023-11-01
https://www.zolo.ca/markham-real-estate/101-cathedral-high-street/ph06,"Ph06 - 101 Cathedral High Street, Markham, Cathedraltown",1387000,Condo Apt,3,1,3,1200-1399,Apartment,0-5,,2023-11-01
https://www.zolo.ca/markham-real-estate/1-grandview-avenue/1009,"1009 - 1 Grandview Avenue, Markham, Grandview",899000,Condo Apt,2,,2,700-799,Apartment,0-5,,2023-11-01
https://www.zolo.ca/markham-real-estate/127-yale-lane,"127 Yale Lane, Markham, Cornell",1050000,Att/Row/Twnhouse,3,1,4,,2-Storey,,,2023-11-01
https://www.zolo.ca/markham-real-estate/73-eakin-mill-road,"73 Eakin Mill Road, Markham, Wismer",2150000,Detached,4,1,3,2500-3000,2-Storey,,,2023-11-01
https://www.zolo.ca/markham-real-estate/13-victoria-wood-avenue,"13 Victoria Wood Avenue, Markham, Greensborough",1999999,Detached,4,,3,,2-Storey,,,2023-10-30
https://www.zolo.ca/markham-real-estate/53-erintol-way,"53 Erintol Way, Markham, Cedarwood",1298888,Semi-Detached,4,1,5,2000-2500,2-Storey,0-5,,2023-10-30
https://www.zolo.ca/markham-real-estate/18-bernadotte-drive,"18 Bernadotte Drive, Markham Devil's, Elbow",4980000,Detached,5,1,8,3500-5000,2-Storey,31-50,,2023-10-30
https://www.zolo.ca/markham-real-estate/90-henderson-avenue/10,"10 - 90 Henderson Avenue, Markham, Grandview",999000,Condo Townhouse,3,1,3,1600-1799,3-Storey,,,2023-10-29
https://www.zolo.ca/markham-real-estate/540-bur-oak-avenue/340,"340 - 540 Bur Oak Avenue, Markham, Berczy",569888,Condo Apt,1,1,1,600-699,Apartment,,,2023-10-26
https://www.zolo.ca/markham-real-estate/10-prescott-court,"10 Prescott Court, Markham Bayview, Glen",4690000,Detached,4,2,7,,2-Storey,,,2023-10-25
https://www.zolo.ca/markham-real-estate/26-wembley-avenue,"26 Wembley Avenue, Markham, Unionville",4750000,Detached,5,,5,,2-Storey,,,2023-10-24
https://www.zolo.ca/markham-real-estate/9560-markham-road/1706,"1706 - 9560 Markham Road, Markham, Wismer",624999,Condo Apt,1,1,1,600-699,Apartment,,,2023-10-23
https://www.zolo.ca/markham-real-estate/8-john-anthony-drive,"8John Anthony Drive, Markham Victoria, Square",,Detached,4,,4,3000-3500,2-Storey,New,,2024-01-25
https://www.zolo.ca/markham-real-estate/28-honeybourne-crescent,"28 Honeybourne Crescent, Markham, Bullock",3388888,Detached,4,1,6,3500-5000,2-Storey,0-5,,2023-10-17
https://www.zolo.ca/markham-real-estate/88-kirk-drive,"88 Kirk Drive, Markham Royal, Orchard",1699000,Detached,4,,2,1500-2000,2-Storey,,,2023-10-16
https://www.zolo.ca/markham-real-estate/12-teasel-way,"12 Teasel Way, Markham, Unionville",1648000,Att/Row/Twnhouse,4,,5,2000-2500,3-Storey,0-5,,2023-10-15
https://www.zolo.ca/markham-real-estate/25-bowes-lyon-court,"25 Bowes-lyon Court, Markham Devil's, Elbow",5980000,Detached,4,,6,,2-Storey,,,2023-10-14
https://www.zolo.ca/markham-real-estate/14-lindisfarne-way/111,"111 - 14 Lindisfarne Way, Markham Markham, Village",768800,Condo Townhouse,3,,2,1000-1199,2-Storey,,,2023-10-12
https://www.zolo.ca/markham-real-estate/46-proctor-avenue,"46 Proctor Avenue, Markham, Grandview",3988000,Detached,4,1,7,3500-5000,2-Storey,6-15,,2023-10-11
https://www.zolo.ca/markham-real-estate/133-bay-thorn-drive,"133 Bay Thorn Drive, Markham Royal, Orchard",3349000,Detached,4,1,7,3500-5000,2-Storey,0-5,,2023-10-10
https://www.zolo.ca/markham-real-estate/19-glenbourne-park-drive,"19 Glenbourne Park Drive, Markham Devil's, Elbow",3680000,Detached,3,,2,,Bungalow,,,2023-10-03
https://www.zolo.ca/markham-real-estate/8-quinton-drive,"8 Quinton Drive, Markham, Cathedraltown",1868000,Detached,5,1,4,2500-3000,2-Storey,6-15,,2023-10-02
https://www.zolo.ca/markham-real-estate/4-woodglen-way,"4 Woodglen Way, Markham, Unionville",1068000,Condo Townhouse,3,,4,1400-1599,2-Storey,,,2023-09-28
https://www.zolo.ca/markham-real-estate/24-rouge-street,"24 Rouge Street, Markham Vinegar, Hill",3200000,Detached,5,1,6,3500-5000,2-Storey,,,2023-09-28
https://www.zolo.ca/markham-real-estate/6-barlow-road,"6 Barlow Road, Markham, Unionville",1850000,Detached,3,1,3,2000-2500,2-Storey,,,2023-09-27
https://www.zolo.ca/markham-real-estate/3590-major-mackenzie-drive-east,"3590 Major Mackenzie Drive EMarkham Victoria Manor-jennings, Gate",12000000,Land,,,,,,,,2023-10-01
https://www.zolo.ca/markham-real-estate/141-clark-avenue/th-68,"Th-68 - 141 Clark Avenue, Markham, Thornhill",968800,Condo Townhouse,3,1,2,1400-1599,3-Storey,,,2023-09-25
https://www.zolo.ca/markham-real-estate/248-main-street-north,"248 Main Street NMarkham Old Markham, Village",1550000,Detached,5,,2,2000-2500,2-Storey,100+,,2024-01-09
https://www.zolo.ca/markham-real-estate/7161-yonge-street/ph09,"Ph09 - 7161 Yonge Street, Markham, Grandview",1138900,Condo Apt,3,2,2,1200-1399,Apartment,6-10,,2023-09-24
https://www.zolo.ca/markham-real-estate/57-laureleaf-road,"57 Laureleaf Road, Markham Bayview, Glen",2900000,Detached,4,1,4,,2-Storey,,,2023-09-22
https://www.zolo.ca/markham-real-estate/163-henderson-avenue,"163 Henderson Avenue, Markham, Thornhill",1988000,Detached,3,2,3,,Bungalow,,,2023-09-22
https://www.zolo.ca/markham-real-estate/130-pond-drive/lph02,"Lph02 - 130 Pond Drive, Markham Commerce, Valley",529000,Condo Apt,1,1,1,700-799,Apartment,,,2023-09-20
https://www.zolo.ca/markham-real-estate/28-old-english-lane,"28 Old English Lane, Markham Bayview, Glen",6800000,Detached,5,2,6,5000+,2-Storey,,,2023-09-20
https://www.zolo.ca/markham-real-estate/63-peter-street,"63 Peter Street, Markham Old Markham, Village",4200000,Detached,4,,5,3500-5000,2-Storey,,,2023-09-20
https://www.zolo.ca/markham-real-estate/63-peter-street,"63 Peter Street, Markham Old Markham, Village",4200000,Detached,4,,5,3500-5000,2-Storey,,,2023-09-20
https://www.zolo.ca/markham-real-estate/76-johnson-street,"76 Johnson Street, Markham, Thornhill",2399000,Detached,3,1,3,,Sidesplit 4,,,2023-09-20
https://www.zolo.ca/markham-real-estate/92-the-fairways,"92 The Fairways N/a, Markham Angus, Glen",1549000,Detached,3,,3,1500-2000,2-Storey,16-30,,2023-09-08
https://www.zolo.ca/markham-real-estate/83-fairway-heights-drive-north,"83 Fairway Heights Drive NMarkham Bayview Fairway-bayview Country Club, Estates",5388800,Detached,4,2,6,3500-5000,Bungalow,,,2023-08-03
https://www.zolo.ca/markham-real-estate/6765-14th-avenue,"6765 14th Avenue, Markham Box, Grove",988000,Vacant Land,,,0,,,,,2023-07-18
https://www.zolo.ca/markham-real-estate/7167-yonge-street/l2-95,"L2  #95 - 7167 Yonge Street, Markham, Thornhill",45000,Parking Space,,,0,,,,,2023-07-18
https://www.zolo.ca/markham-real-estate/37-aberfeldy-crescent,"37 Aberfeldy Crescent, Markham German, Mills",1199000,Detached,4,2,5,3000-3500,2-Storey,31-50,,2023-09-08
https://www.zolo.ca/markham-real-estate/1-sun-yat-sen-avenue/326,"326 - 1 Sun Yat Sen Avenue, Markham Milliken Mills, East",869900,Leasehold Condo,1,1,2,1000-1199,Apartment,,,2023-06-04
https://www.zolo.ca/markham-real-estate/193-roxbury-street,"193 Roxbury Street, Markham Rouge River, Estates",1499999,Detached,3,1,4,,2-Storey,,,2023-05-10
https://www.zolo.ca/markham-real-estate/52-proctor-avenue,"52 Proctor Avenue, Markham, Grandview",2999900,Detached,3,,3,2000-2500,Bungalow,,,2023-04-06
https://www.zolo.ca/markham-real-estate/5108-major-mackenzie-drive-east,"5108 Major Mackenzie Drive EMarkham Rural, Markham",8880000,Detached,3,,3,,Bungalow-Raised,51-99,,2023-03-15
https://www.zolo.ca/newmarket-real-estate/1059-on-bogart-circle,"1059 On Bogart Circle, Newmarket Gorham-college, Manor",848000,Condo Townhouse,2,2,3,1200-1399,2-Storey,,,2024-02-01
https://www.zolo.ca/newmarket-real-estate/22-lytham-green-circle/220,"#220 - 22 Lytham Green Circle, Newmarket Glenway, Estates",998000,Condo Townhouse,3,,3,1400-1599,Stacked Townhse,New,,2024-01-31
https://www.zolo.ca/newmarket-real-estate/185-deerfield-road/408,"#408 - 185 Deerfield Road, Newmarket Central, Newmarket",639000,Condo Apt,1,1,2,700-799,Apartment,New,,2024-01-31
https://www.zolo.ca/newmarket-real-estate/64-vincent-street,"64 Vincent Street, Newmarket Bristol-london",834900,Detached,3,1,4,,1 1/2 Storey,,,2024-01-31
https://www.zolo.ca/newmarket-real-estate/802-greenfield-crescent,"802 Greenfield Crescent, Newmarket Huron Heights-leslie, Valley",785000,Semi-Detached,3,1,2,700-1100,2-Storey,,,2024-01-31
https://www.zolo.ca/newmarket-real-estate/158-chambers-crescent,"158 Chambers Crescent, Newmarket, Armitage",1699000,Detached,4,3,4,3000-3500,2-Storey,,,2024-01-31
https://www.zolo.ca/newmarket-real-estate/155-main-street-north/310,310 - 155 Main Street NNewmarket Bristol-london,619900,Condo Apt,1,,1,800-899,Apartment,16-30,,2024-01-31
https://www.zolo.ca/newmarket-real-estate/493-london-road,"493 London Road, Newmarket Bristol-london",1299000,Detached,4,1,4,,2-Storey,16-30,,2024-01-30
https://www.zolo.ca/newmarket-real-estate/1138-secretariate-road,"1138 Secretariate Road, Newmarket Stonehaven-wyndham",3499000,Detached,4,1,5,,2-Storey,,,2024-01-30
https://www.zolo.ca/newmarket-real-estate/482-queen-street,"482 Queen Street, Newmarket Central, Newmarket",1724999,Investment,,,,,,,,2024-01-30
https://www.zolo.ca/newmarket-real-estate/433-sydor-court,"433 Sydor Court, Newmarket Stonehaven-wyndham",1057000,Semi-Detached,3,,3,,2-Storey,16-30,,2024-01-30
https://www.zolo.ca/newmarket-real-estate/207-reg-harrison-trail,"207 Reg Harrison Trail, Newmarket Glenway, Estates",2549998,Detached,5,1,7,,2-Storey,0-5,,2024-01-30
https://www.zolo.ca/newmarket-real-estate/717-dillman-avenue,"717 Dillman Avenue, Newmarket Stonehaven-wyndham",1499000,Detached,4,1,4,3000-3500,2-Storey,,,2024-01-30
https://www.zolo.ca/newmarket-real-estate/371-erin-trail,"371 Erin Trail, Newmarket Bristol-london",1100000,Detached,4,,4,,2-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/146-thoms-crescent,"146 Thoms Crescent, Newmarket Central, Newmarket",1250000,Detached,3,,4,,2-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/672-mcgregor-farm-trail,"672 Mcgregor Farm Trail, Newmarket Glenway, Estates",1529000,Detached,4,2,5,2500-3000,2-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/207-vantage-loop,"207 Vantage Loop, Newmarket Woodland, Hill",1168000,Att/Row/Twnhouse,3,,3,,3-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/1002-sherman-brock-circle,"1002 Sherman Brock Circle, Newmarket Stonehaven-wyndham",1768000,Detached,4,,4,,2-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/390-harewood-boulevard,"390 Harewood Boulevard, Newmarket Bristol-london",1150000,Detached,3,1,3,1500-2000,2-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/924-college-manor-drive,"924 College Manor Drive, Newmarket Gorham-college, Manor",1299000,Detached,4,,3,2000-2500,2-Storey,,,2024-01-29
https://www.zolo.ca/newmarket-real-estate/336-primrose-lane,"336Primrose Lane, Newmarket Bristol-london",,Detached,3,,3,1500-2000,Sidesplit 3,31-50,,2024-01-28
https://www.zolo.ca/newmarket-real-estate/958-isaac-phillips-way,"958 Isaac Phillips Way, Newmarket Summerhill, Estates",1130000,Att/Row/Twnhouse,3,,3,,3-Storey,,,2024-01-27
https://www.zolo.ca/newmarket-real-estate/11-lytham-grn-circle/57,"57 - 11 Lytham Grn Circle, Newmarket Glenway, Estates",950000,Condo Townhouse,3,,3,1400-1599,Stacked Townhse,,,2024-01-27
https://www.zolo.ca/newmarket-real-estate/1077-harden-trail,"1077 Harden Trail, Newmarket Stonehaven-wyndham",1388000,Detached,4,1,4,3000-3500,2-Storey,,,2024-01-26
https://www.zolo.ca/newmarket-real-estate/11-lytham-green-circle/164,"164 - 11 Lytham Green Circle, Newmarket Glenway, Estates",849900,Condo Townhouse,2,,2,1200-1399,Stacked Townhse,New,,2024-01-25
https://www.zolo.ca/newmarket-real-estate/367-penn-avenue,"367 Penn Avenue, Newmarket Bristol-london",1990000,Detached,4,2,7,3500-5000,2-Storey,New,,2024-01-25
https://www.zolo.ca/newmarket-real-estate/718-peter-hall-drive,"718 Peter Hall Drive, Newmarket Summerhill, Estates",1627000,Detached,4,,4,2500-3000,2-Storey,6-15,,2024-01-25
https://www.zolo.ca/newmarket-real-estate/70-belfry-drive,"70 Belfry Drive, Newmarket Huron Heights-leslie, Valley",1588800,Detached,3,1,2,,Bungalow,,,2024-01-25
https://www.zolo.ca/newmarket-real-estate/262-patterson-street,"262 Patterson Street, Newmarket Huron Heights-leslie, Valley",848000,Semi-Detached,3,1,2,,Backsplit 3,31-50,,2024-01-24
https://www.zolo.ca/newmarket-real-estate/116-bergin-road,"116 Bergin Road, Newmarket, Armitage",1725000,Detached,5,1,5,3000-3500,2-Storey,,,2024-01-24
https://www.zolo.ca/newmarket-real-estate/270-davis-drive/803,"803 - 270 Davis Drive, Newmarket Central, Newmarket",624900,Condo Apt,2,,2,1000-1199,Apartment,,,2024-01-24
https://www.zolo.ca/newmarket-real-estate/1074-secretariate-road,"1074 Secretariate Road, Newmarket Stonehaven-wyndham",1980000,Detached,4,,3,3000-3500,2-Storey,,,2024-01-23
https://www.zolo.ca/newmarket-real-estate/185-deerfield-road/417,"417-185Deerfield Road, Newmarket Central, Newmarket",,Condo Apt,1,,1,500-599,Apartment,New,,2024-01-22
https://www.zolo.ca/newmarket-real-estate/155-main-street-north/323,323 - 155 Main Street NNewmarket Bristol-london,739900,Condo Apt,2,,2,1200-1399,2-Storey,,,2024-01-22
https://www.zolo.ca/newmarket-real-estate/187-glenway-circle,"187Glenway Circle, Newmarket Glenway, Estates",,Detached,4,1,4,2000-2500,2-Storey,16-30,,2024-01-22
https://www.zolo.ca/newmarket-real-estate/741-caradonna-crescent/25,"25 - 741 Caradonna Crescent, Newmarket, Armitage",849000,Condo Townhouse,3,1,4,1200-1399,2-Storey,,,2024-01-21
https://www.zolo.ca/newmarket-real-estate/423-ritas-avenue,"423 Rita's Avenue, Newmarket Summerhill, Estates",1180000,Detached,4,,3,,2-Storey,,,2024-01-20
https://www.zolo.ca/newmarket-real-estate/122-longford-drive,"122Longford Drive, Newmarket Bristol-london",,Semi-Detached,3,1,3,,Backsplit 3,,,2024-01-20
https://www.zolo.ca/newmarket-real-estate/282-glenway-circle,"282 Glenway Circle, Newmarket Glenway, Estates",1150000,Detached,3,,3,,2-Storey,,,2024-01-19
https://www.zolo.ca/newmarket-real-estate/545-binns-avenue,"545 Binns Avenue, Newmarket Glenway, Estates",1899000,Detached,4,1,5,3500-5000,2-Storey,,,2024-01-19
https://www.zolo.ca/newmarket-real-estate/31-cliff-gunn-road,"31 Cliff Gunn Road, Newmarket Woodland, Hill",1299000,Detached,4,1,4,,2-Storey,6-15,,2024-01-18
